;Unnamed: 0;Unnamed: 0.1;user_id;user;text;text_sanitized;followers_count;verified;created_at;coordinates;location;place;source;lat;lng;score;sentiment;keywords
597;597;597.0;7.965046909136732e+17;ufmioto;"RT @AraciPatriota: Felipe Francischini pode dar nó no STF inteiro e manter Lula na cadeia!!
Vamos confiar, pois ainda existem homens singul…";Felipe Francischini pode dar no no STF inteiro e manter Lula na cadeia!! Vamos confiar pois ainda existem homens singul;203.0;0.0;2019-10-16 01:53:51;;Sao Paulo, Brasil;;Twitter for iPhone;-23.5505199;-46.63330939999999;0.0;neutral;felipe francischini
598;598;598.0;367191508.0;helen_2b;"RT @RHPozzobon: #STF sobre a prisão em segunda instância:

Até 2009 ➡️ Permitida ✅
2009 a 2016 ➡️ Negada ❌
A partir de 2016 ➡️ Permitida ✅…";#STF sobre a prisao em segunda instancia: Ate 2009 Permitida  2009 a 2016 Negada  A partir de 2016 Permitida;155.0;0.0;2019-10-16 01:53:50;;Belem - Para - Brasil;;Twitter for Android;-1.4557292;-48.4901785;0.0;neutral;#stf
599;599;599.0;331322714.0;Eliezer_Ramos;RT @jrguzzofatos: Dentro de 72 horas, ou algo assim, o Brasil estará vivendo dentro da nova realidade a ser definida pelo STF com sua decis…;Dentro de 72 horas ou algo assim o Brasil estara vivendo dentro da nova realidade a ser definida pelo STF com sua decis;48.0;0.0;2019-10-16 01:53:50;;Curitiba, Brasil;;Twitter for iPhone;-25.4808762;-49.3044253;-0.607136;negative;nova realidade
600;600;600.0;1.0367153408378634e+18;moacircavalcan4;RT @alvarodias_: Saidão do STF pode colocar 170 mil criminosos nas ruas, diz Alvaro Dias https://t.co/ZF2ilIV3tX via @alvarodias_;Saidao do STF pode colocar 170 mil criminosos nas ruas diz Alvaro Dias via;184.0;0.0;2019-10-16 01:53:49;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;saidao do stf
601;601;601.0;7.903447052843827e+17;AgregandoV;RT @AllanFrutuozo: O STF encontrará resistência. Os ministros calcularam muito mal. Se avançarem com a revogação da prisão em segunda instâ…;O STF encontrara resistencia Os ministros calcularam muito mal Se avancarem com a revogacao da prisao em segunda insta;143.0;0.0;2019-10-16 01:53:49;;Brasil;;Twitter Web App;-14.235004;-51.92528;-0.8395530000000001;negative;revogacao da prisao
602;602;602.0;275157503.0;ehortolan;RT @JLBIASE: O prefeito do Cabo de Santo Agostinho região metropolitana da Grande Recife acabou de reassumir a prefeitura com uma TORNOZELE…;O prefeito do Cabo de Santo Agostinho regiao metropolitana da Grande Recife acabou de reassumir a prefeitura com uma TORNOZELE;665.0;0.0;2019-10-16 01:53:48;;Bauru/SP/Brazil;;Twitter for iPhone;-22.314459;-49.0586951;0.0;neutral;prefeito do cabo de santo agostinho
603;603;603.0;1.1013648151618888e+18;Bela10727624;RT @MarcosQuezado1: DESAFIANDO, O EXÉRCITO BRASILEIRO: GILMAR MENDES DIZ “Não aceito pressão popular, muito menos do Exército”. “STF não ad…;DESAFIANDO O EXERCITO BRASILEIRO: GILMAR MENDES DIZ Nao aceito pressao popular muito menos do Exercito STF nao ad;936.0;0.0;2019-10-16 01:53:48;;;;Twitter for Android;37.2256055;-95.7162018;-0.7287170000000001;negative;exercito brasileiro
604;604;604.0;1.0808633251840532e+18;franklinpercus1;RT @Alanghani: 11 ministros do STF, nos quais alguns nem juízes são, irão na quinta decidir o futuro da impunidade. Se forem contra a prisã…;11 ministros do STF nos quais alguns nem juizes sao irao na quinta decidir o futuro da impunidade Se forem contra a prisa;9.0;0.0;2019-10-16 01:53:48;;;;Twitter for Android;37.2256055;-95.7162018;-0.7229140000000001;negative;ministros do stf nos
605;605;605.0;1.1708540248175903e+18;AurelioEstevam;RT @AurelioEstevam: @STF_oficial Queremos mostrar a nossa insatisfação com vcs STF, vcs estão para abrir as portas do inferno se derrubarem…;Queremos mostrar a nossa insatisfacao com vcs STF vcs estao para abrir as portas do inferno se derrubarem;3.0;0.0;2019-10-16 01:53:48;;;;Twitter for Android;37.2256055;-95.7162018;-0.733118;negative;vcs stf vcs
606;606;606.0;52379202.0;Rafailus;"RT @JOAQUINTDASILVA: A OAB odeia Bolsonaro
O STF odeia Bolsonaro
A FOLHA odeia Bolsonaro
A GLOBO odeia Bolsonaro
O MST odeia Bolsonaro
A CU…";A OAB odeia Bolsonaro O STF odeia Bolsonaro A FOLHA odeia Bolsonaro A GLOBO odeia Bolsonaro O MST odeia Bolsonaro A CU;235.0;0.0;2019-10-16 01:53:48;;Moon;;Twitter for iPhone;41.257976;-95.96632699999999;-0.9994049999999999;negative;bolsonaro o stf
607;607;607.0;58971240.0;danissmathias;RT @allantercalivre: Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado, com medo, passivo. Engana-se complet…;Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado com medo passivo Enganase complet;362.0;0.0;2019-10-16 01:53:47;;Osasco, Brasil;;Twitter for Android;-23.5372048;-46.7962319;-0.839111;negative;fogo no
608;608;608.0;8.581430783345582e+17;toca_gaita;"RT @EnockFormiga: Carvalhosa cita intervenção militar, novo Congresso e novo STF

""Esses cidadãos exigem que cesse, imediatamente, o roubo…";"Carvalhosa cita intervencao militar novo Congresso e novo STF ""Esses cidadaos exigem que cesse imediatamente o roubo";204.0;0.0;2019-10-16 01:53:45;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;intervencao militar novo
609;609;609.0;68225964.0;Antonio_ACESS;E os ministros do STF respiram agora mais tranquilos, já que o Moro deixou. Audácia... https://t.co/W38IzJy5ud;E os ministros do STF respiram agora mais tranquilos ja que o Moro deixou Audacia;33411.0;0.0;2019-10-16 01:53:45;;Sao Paulo, Brasil;;Twitter Web App;-23.5505199;-46.63330939999999;-0.584593;negative;ministros do stf
610;610;610.0;7.903447052843827e+17;AgregandoV;RT @allantercalivre: Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado, com medo, passivo. Engana-se complet…;Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado com medo passivo Enganase complet;143.0;0.0;2019-10-16 01:53:43;;Brasil;;Twitter Web App;-14.235004;-51.92528;-0.839111;negative;fogo no
611;611;611.0;3030947765.0;josexyz4937;"RT @Walterthej1: Pedido de impeachment dos 11 ministros do STF. Apresentado no Senado Federal em 01/10/2019!
VOCÊ SABIA DISSO????
🤔🤔🤔🤔🤔🤔
👏🏼…";Pedido de impeachment dos 11 ministros do STF Apresentado no Senado Federal em 01/10/2019! VOCE SABIA DISSO????;1142.0;0.0;2019-10-16 01:53:43;;sp;;Twitter for Android;36.9957932;-95.6284518;0.0;neutral;pedido de impeachment
612;612;612.0;8.18545290600915e+17;del_odilosena;"RT @VemPraRua_br: Toffoli já foi a favor da prisão após condenação em segunda instância. Mudou de opinião.

Gilmar também já foi a favor. M…";Toffoli ja foi a favor da prisao apos condenacao em segunda instancia Mudou de opiniao Gilmar tambem ja foi a favor M;2422.0;0.0;2019-10-16 01:53:43;;Teresina, Brasil;;Twitter for Android;-5.0920108;-42.80375970000001;0.0;neutral;toffoli ja
613;613;613.0;1.10383326788574e+18;DosLeiza;@duddasalvador Meu Deus, como nosso país tornou-se refém deste poder! Não podemos aceitar que o STF nos humilhe mais em relação a países de terceiro mundo, no que tange a proteção de bandidos de alta periculosidade, apenas para satisfazer uma minoria que quer ver um ex presidente solto! 🤮🤮;Meu Deus como nosso pais tornouse refem deste poder! Nao podemos aceitar que o STF nos humilhe mais em relacao a paises de terceiro mundo no que tange a protecao de bandidos de alta periculosidade apenas para satisfazer uma minoria que quer ver um ex presidente solto!;0.0;0.0;2019-10-16 01:53:42;;;;Twitter for iPhone;37.2256055;-95.7162018;-0.409137;negative;nao
614;614;614.0;243338639.0;Adelmoreira;RT @MarcosQuezado1: Moro volta a defender prisão em segunda instância às vésperas de julgamento no STF https://t.co/sFbEdUDYLq;Moro volta a defender prisao em segunda instancia as vesperas de julgamento no STF;1691.0;0.0;2019-10-16 01:53:42;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;vesperas de julgamento no
615;615;615.0;220168955.0;CarmendeAndrade;@SF_Moro @italojptorres Como é bom sair às ruas com a consciência tranquila, não é, caríssimo Ministro?! Com a certeza de que não será afrontado, hostilizado, xingado, ofendido como acontece com alguns ministros do STF. Parabéns, Ministro, por seu trabalho e dedicação à Justiça. Obrigada!;Como e bom sair as ruas com a consciencia tranquila nao e carissimo Ministro?! Com a certeza de que nao sera afrontado hostilizado xingado ofendido como acontece com alguns ministros do STF Parabens Ministro por seu trabalho e dedicacao a Justica Obrigada!;594.0;0.0;2019-10-16 01:53:41;;Roma ;;Twitter for iPhone;36.0766378;-95.9036356;0.652295;positive;nao sera
616;616;616.0;9.88827465828262e+17;CapiniLuis;RT @FranMascarenha3: Como eu gostaria de saber o que passa na cabeça desses senhores ministros do STF, como pode onze pessoas ganhando horr…;Como eu gostaria de saber o que passa na cabeca desses senhores ministros do STF como pode onze pessoas ganhando horr;817.0;0.0;2019-10-16 01:53:40;;Nasceu em Alegre,interior E.S;;Twitter for Android;;;0.0;neutral;ministros do stf
617;617;617.0;1.042018206678954e+18;Guaratinguet1;"RT @DeCocadinha: Moro rebate Gilmar Mendes !
“Além de sempre ter tratado o STF e seus ministros com todo respeito, tenho a consciência tran…";Moro rebate Gilmar Mendes ! Alem de sempre ter tratado o STF e seus ministros com todo respeito tenho a consciencia tran;482.0;0.0;2019-10-16 01:53:40;;Sem destino pelo Brasil a fora;;Twitter for Android;;;-0.509343;negative;rebate gilmar mendes
618;618;618.0;309587087.0;voltolini82;RT @allantercalivre: Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado, com medo, passivo. Engana-se complet…;Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado com medo passivo Enganase complet;185.0;0.0;2019-10-16 01:53:40;;Sao Paulo, Brasil;;Twitter for iPhone;-23.5505199;-46.63330939999999;-0.839111;negative;fogo no
619;619;619.0;1235796846.0;eumateus75;RT @ptbrasil: Mensagem da presidenta Gleisi ao PT: STF decide na quinta se Constituição vale para todos, a luta por Lula Livre vai até o fi…;Mensagem da presidenta Gleisi ao PT: STF decide na quinta se Constituicao vale para todos a luta por Lula Livre vai ate o fi;366.0;0.0;2019-10-16 01:53:40;;Cuiaba  - mato grosso;;Twitter for Android;-15.60086;-56.0968227;0.0;neutral;mensagem da presidenta gleisi
620;620;620.0;3239432728.0;crisvela78;"#STFGabineteDoCrime
Vivemos tempos obscuros sob a ditadura do @STF_oficial. 
@gilmarmendes
@alexandre
@RicLewandowski
@NossaCarmenInfo
@MPF_PGR
@exercitooficial feche o CN e o STF.
@davialcolumbre
@RodrigoMaia
@jairbolsonaro https://t.co/3fGCoD9Z0m";#STFGabineteDoCrime Vivemos tempos obscuros sob a ditadura do   feche o CN e o STF;598.0;0.0;2019-10-16 01:53:39;;;;Twitter for Android;37.2256055;-95.7162018;-0.6764479999999999;negative;tempos obscuros
621;621;621.0;1.166908974962266e+18;RenatoHelioDes1;"RT @AleGZahra17: Direita, que toda nossa Indignação se transforme em União contra o STF !

Prisão em Segunda Instância Sim !
Dia 17 em Bras…";Direita que toda nossa Indignacao se transforme em Uniao contra o STF ! Prisao em Segunda Instancia Sim ! Dia 17 em Bras;6.0;0.0;2019-10-16 01:53:39;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;segunda instancia sim
622;622;622.0;66841092.0;isarossanesi;RT @allantercalivre: Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado, com medo, passivo. Engana-se complet…;Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado com medo passivo Enganase complet;9902.0;0.0;2019-10-16 01:53:39;;Guaruja, Brasil;;Twitter for Android;-23.9948205;-46.2568999;-0.839111;negative;fogo no
623;623;623.0;8.826161793318789e+17;JaroslawSzepty1;RT @MarcosQuezado1: DESAFIANDO, O EXÉRCITO BRASILEIRO: GILMAR MENDES DIZ “Não aceito pressão popular, muito menos do Exército”. “STF não ad…;DESAFIANDO O EXERCITO BRASILEIRO: GILMAR MENDES DIZ Nao aceito pressao popular muito menos do Exercito STF nao ad;331.0;0.0;2019-10-16 01:53:38;;Sao Paulo, Brazil;;Twitter for iPhone;-23.5505199;-46.63330939999999;-0.7287170000000001;negative;exercito brasileiro
624;624;624.0;980857200.0;SilviaH72669535;Quem mandou matar Teori? https://t.co/d0lGBLqf1z;Quem mandou matar Teori?;133.0;0.0;2019-10-16 01:53:37;;;;Facebook;37.2256055;-95.7162018;0.0;neutral;teori
625;625;625.0;179504641.0;CynthiaPilan;"RT @RafaelFontana: O stf tem apenas 2 opções:
- O certo
- Ou o caos.";O stf tem apenas 2 opcoes:  O certo  Ou o caos;3822.0;0.0;2019-10-16 01:53:35;;Ribeirao Preto | SP;;Twitter for iPhone;-21.1704008;-47.8103238;0.0;neutral;stf
626;626;626.0;56832384.0;mullerwj;"RT @CarlaZambelli17: Por que julgar a prisão em 2ª instância agora que os crimes estão caindo?

Por que julgar a prisão em 2ª instância ago…";Por que julgar a prisao em 2a instancia agora que os crimes estao caindo? Por que julgar a prisao em 2a instancia ago;36.0;0.0;2019-10-16 01:53:35;;;;Twitter Web App;37.2256055;-95.7162018;-0.8496469999999999;negative;crimes estao
627;627;627.0;96504655.0;jnts76;RT @FFrancischini_: URGENTE: Diante da pauta de julgamento do STF para esta próxima quinta DECIDI chamar uma reunião extraordinária da CCJ…;URGENTE: Diante da pauta de julgamento do STF para esta proxima quinta DECIDI chamar uma reuniao extraordinaria da CCJ;235.0;0.0;2019-10-16 01:53:34;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;pauta de julgamento do stf
628;628;628.0;1.1657069033657915e+18;AmadeuRaivoso;RT @allantercalivre: Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado, com medo, passivo. Engana-se complet…;Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado com medo passivo Enganase complet;95.0;0.0;2019-10-16 01:53:34;;por enquanto Twin Peaks;;Twitter for Android;;;-0.839111;negative;fogo no
629;629;629.0;117941693.0;erikazinhauau;RT @GFiuza_Oficial: A resistência democrática hoje reúne STF, hackers, advogados de porta de cadeia, fake news de grife, intelectuais Lula…;A resistencia democratica hoje reune STF hackers advogados de porta de cadeia fake news de grife intelectuais Lula;3666.0;0.0;2019-10-16 01:53:33;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;stf hackers
630;630;630.0;3032442190.0;wagnermendeslab;"RT @rogerchequer: A pergunta que não quer calar:
Se o STF já decidiu TRÊS VEZES pela prisão em 2a instância, 
por que estão colocando o tem…";A pergunta que nao quer calar: Se o STF ja decidiu TRES VEZES pela prisao em 2a instancia  por que estao colocando o tem;844.0;0.0;2019-10-16 01:53:33;;Belo Horizonte, Brasil;;Twitter for Android;-19.9166813;-43.9344931;-0.780518;negative;nao quer
631;631;631.0;1.1718762362111631e+18;AndreBelorio;RT @visaomacro: PCdoB pede que CCJ não discuta a prisão em 2a instância hoje, pede que confiemos no STF. #PrisaoEm2aInstanciaSim;PCdoB pede que CCJ nao discuta a prisao em 2a instancia hoje pede que confiemos no STF #PrisaoEm2aInstanciaSim;30.0;0.0;2019-10-16 01:53:30;;;;Twitter for Android;37.2256055;-95.7162018;-0.7536109999999999;negative;ccj nao
632;632;632.0;1649007654.0;robertokarvalho;"Manifestação popular pela manutenção da prisão em segunda instância. O STF pode soltar Lula.

#PrisaoEm2aInstanciaSim 

https://t.co/UwdaPRYBKq";Manifestacao popular pela manutencao da prisao em segunda instancia O STF pode soltar Lula #PrisaoEm2aInstanciaSim;530.0;0.0;2019-10-16 01:53:28;;Brasil;;Twitter Web Client;-14.235004;-51.92528;0.0;neutral;manifestacao popular
633;633;633.0;243338639.0;Adelmoreira;RT @lasiermartins: O senador Lasier fez há pouco na tribuna um alerta sobre   julgamento no STF que poderá rever o entendimento da prisão a…;O senador Lasier fez ha pouco na tribuna um alerta sobre  julgamento no STF que podera rever o entendimento da prisao a;1691.0;0.0;2019-10-16 01:53:27;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;senador lasier
634;634;634.0;143945517.0;nikosantos1;RT @Mariattlaureano: Entidade de juízes fala em ‘graves consequências para a sociedade’ caso STF derrube prisão na 2ª instância https://t.c…;Entidade de juizes fala em graves consequencias para a sociedade caso STF derrube prisao na 2a instancia;1577.0;0.0;2019-10-16 01:53:27;;Ibate SP;;Twitter for Android;-21.9405209;-48.0054329;-0.662304;negative;entidade de juizes
635;635;635.0;378171700.0;SAAKKAY;RT @allantercalivre: Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado, com medo, passivo. Engana-se complet…;Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado com medo passivo Enganase complet;6967.0;0.0;2019-10-16 01:53:27;;;;Twitter for Android;37.2256055;-95.7162018;-0.839111;negative;fogo no
636;636;636.0;571917936.0;pubaldi24;"RT @leandrolyrarj: Brasil é campeão mundial de violência e roubalheira. Só ver os 60 mil homicídios/ano e a corrupção do Petrolão.

Daí os…";Brasil e campeao mundial de violencia e roubalheira So ver os 60 mil homicidios/ano e a corrupcao do Petrolao Dai os;3007.0;0.0;2019-10-16 01:53:26;;Brasil;;Twitter for Android;-14.235004;-51.92528;-0.828253;negative;campeao mundial de violencia
637;637;637.0;1.1775489823751127e+18;RemersondaSilv2;"ASSISTAM IMPORTANTE
EM TODAS AS CIDADES DO BRASIL
#Prisao2InstanciaSim 
LEVANTE CONTRA O STF https://t.co/HceCqJme2a via @YouTube";ASSISTAM IMPOANTE EM TODAS AS CIDADES DO BRASIL #Prisao2InstanciaSim  LEVANTE CONTRA O STF via;241.0;0.0;2019-10-16 01:53:24;;RS - Brasil;;Twitter Web Client;-30.0346316;-51.2176986;0.0;neutral;cidades do brasil
638;638;638.0;9.76206165146325e+17;ElieneS46219315;"RT @CarneiroJade: Câmara Federal se redimirá perante a Nação afrontada pelo atual grupelho do STF.
#PrisaoEm2aInstanciaSim https://t.co/ZaG…";Camara Federal se redimira perante a Nacao afrontada pelo atual grupelho do STF #PrisaoEm2aInstanciaSim;1878.0;0.0;2019-10-16 01:53:24;;Narnia;;Twitter for Android;40.7144279;-73.9594438;0.0;neutral;camara federal
639;639;639.0;3367990552.0;mpaularfer;"@katiabrigitte @SusanaYassonubu @coachsandrolima @MARCIOTOBIAS6 @deltanmd @bobdaslabaredas @profeborto @CarlaPola @thameadanelon @SorayaThronicke @krikaoli @lucianoayan @aguedescartoon @DaniloGentili 1. O tempo dirá, e rápido,  quais serão as consequências de ser ""político"".
2. Nós podemos ter objetivos comuns, mas não precisamos pensar da mesma maneira.
Aliás, quais são os objetivos da direita? Vamos aceitar os desaforos do STF e do Congresso como uns bananas?";"1 O tempo dira e rapido quais serao as consequencias de ser ""politico"" 2 Nos podemos ter objetivos comuns mas nao precisamos pensar da mesma maneira Alias quais sao os objetivos da direita? Vamos aceitar os desaforos do STF e do Congresso como uns bananas?";4579.0;0.0;2019-10-16 01:53:24;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;tempo dira
640;640;640.0;74903839.0;marciabordin;RT @dariojjunior: Gilmar Mendes debochou do Moro ter ido a um jogo do Flamengo levado pelo presidente Bolsonaro. Pura inveja. O único jogo…;Gilmar Mendes debochou do Moro ter ido a um jogo do Flamengo levado pelo presidente Bolsonaro Pura inveja O unico jogo;416.0;0.0;2019-10-16 01:53:24;;;;Twitter for iPhone;37.2256055;-95.7162018;-0.867016;negative;gilmar mendes
641;641;641.0;1534928984.0;ElisabethDes;RT @GFiuza_Oficial: A resistência democrática hoje reúne STF, hackers, advogados de porta de cadeia, fake news de grife, intelectuais Lula…;A resistencia democratica hoje reune STF hackers advogados de porta de cadeia fake news de grife intelectuais Lula;7.0;0.0;2019-10-16 01:53:23;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;stf hackers
642;642;642.0;1.1580902159003077e+18;GalvaoLione;RT @CarlaZambelli17: O jornalista Políbio Braga explica o golpe em curso no STF para soltar o presidiário, DESTRUINDO a justiça brasileira…;O jornalista Polibio Braga explica o golpe em curso no STF para soltar o presidiario DESTRUINDO a justica brasileira;2111.0;0.0;2019-10-16 01:53:23;;;;Twitter for iPhone;37.2256055;-95.7162018;0.0;neutral;jornalista polibio braga
643;643;643.0;1.058091775410258e+18;LorenziSouza;RT @lpbragancabr: Perdi a conta mas se não me engano essa é a sexta vez que o STF avalia a prisão em segunda instância.  Com esse STF todo…;Perdi a conta mas se nao me engano essa e a sexta vez que o STF avalia a prisao em segunda instancia Com esse STF todo;435.0;0.0;2019-10-16 01:53:21;;Castro, Brasil;;Twitter for Android;-24.8054741;-49.9982361;-0.9187129999999999;negative;sexta vez
644;644;644.0;1.1295550642831236e+18;Carmem11540440;RT @Ro_Moller: Enquanto Sérgio Moro quer que crimes violentos sejam punidos em 1a instância, o STF tenta a todo custo fazer do Brasil a ter…;Enquanto Sergio Moro quer que crimes violentos sejam punidos em 1a instancia o STF tenta a todo custo fazer do Brasil a ter;43.0;0.0;2019-10-16 01:53:20;;;;Twitter for iPhone;37.2256055;-95.7162018;0.0;neutral;sergio moro
645;645;645.0;62935858.0;ElianeOrnellas;RT @CarlaZambelli17: O jornalista Políbio Braga explica o golpe em curso no STF para soltar o presidiário, DESTRUINDO a justiça brasileira…;O jornalista Polibio Braga explica o golpe em curso no STF para soltar o presidiario DESTRUINDO a justica brasileira;13124.0;0.0;2019-10-16 01:53:20;;S.Pedro da Aldeia-RJ-Brasil;;Twitter for Android;-22.8433599;-42.1030012;0.0;neutral;jornalista polibio braga
646;646;646.0;192615638.0;ApLeoIBDT;RT @jrguzzofatos: Dentro de 72 horas, ou algo assim, o Brasil estará vivendo dentro da nova realidade a ser definida pelo STF com sua decis…;Dentro de 72 horas ou algo assim o Brasil estara vivendo dentro da nova realidade a ser definida pelo STF com sua decis;1671.0;0.0;2019-10-16 01:53:20;;Brazil;;Twitter for Android;-14.235004;-51.92528;-0.607136;negative;nova realidade
647;647;647.0;9.985643164450692e+17;Arildo78774609;"RT @CarlaZambelli17: Por que julgar a prisão em 2ª instância agora que os crimes estão caindo?

Por que julgar a prisão em 2ª instância ago…";Por que julgar a prisao em 2a instancia agora que os crimes estao caindo? Por que julgar a prisao em 2a instancia ago;4.0;0.0;2019-10-16 01:53:19;;Minas Gerais, Brasil;;Twitter for Android;-18.512178;-44.5550308;-0.8496469999999999;negative;crimes estao
648;648;648.0;9.052318616218952e+17;CleberDAlmeida2;RT @mitags: Já era difícil entender como metade do STF interpreta a mesma lei de um jeito, e a outra metade ,de outro. MAS O MESMO MINISTRO…;Ja era dificil entender como metade do STF interpreta a mesma lei de um jeito e a outra metade de outro MAS O MESMO MINISTRO;540.0;0.0;2019-10-16 01:53:18;;Vespasiano, Brasil;;Twitter for Android;-19.6888097;-43.9243776;-0.691213;negative;metade do stf
649;649;649.0;1.0367153408378634e+18;moacircavalcan4;RT @PatriaAmada_Br: Qualquer cidadão que tiver provas concretas contra o STF, pode dar entrada no pedido de IMPEACHMENT dos ministros da Su…;Qualquer cidadao que tiver provas concretas contra o STF pode dar entrada no pedido de IMPEACHMENT dos ministros da Su;184.0;0.0;2019-10-16 01:53:18;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;provas concretas
650;650;650.0;1.1063332349112156e+18;Alexand86011595;"RT @AraciPatriota: ATENÇÃO @STF_oficial 
VOCÊS ESTÃO TRILHANDO UM CAMINHO MUITO PERIGOSO!! PREPARE-SE PARA A REAÇÃO DO POVO, POIS PODE SER…";ATENCAO  VOCES ESTAO TRILHANDO UM CAMINHO MUITO PERIGOSO!! PREPARESE PARA A REACAO DO POVO POIS PODE SER;1312.0;0.0;2019-10-16 01:53:18;;;;Twitter for iPhone;37.2256055;-95.7162018;-0.74393;negative;atencao  voces estao
651;651;651.0;9.584856335882568e+17;PedroSuya;RT @allantercalivre: Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado, com medo, passivo. Engana-se complet…;Vamos mandar a real? O STF quer tacar fogo no Brasil e espera ver um povo acuado com medo passivo Enganase complet;40.0;0.0;2019-10-16 01:53:18;;Brasil;;Twitter for iPhone;-14.235004;-51.92528;-0.839111;negative;fogo no
652;652;652.0;2443092712.0;MariambBrasil;RT @alvarodias_: STF acaba de informar q o julgamento definitivo, no mérito, sobre a prisão de condenados em segunda instância será na sess…;STF acaba de informar q o julgamento definitivo no merito sobre a prisao de condenados em segunda instancia sera na sess;441.0;0.0;2019-10-16 01:53:17;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;julgamento definitivo no
653;653;653.0;42439033.0;thadeusimoes;"RT @AleGZahra17: Direita, que toda nossa Indignação se transforme em União contra o STF !

Prisão em Segunda Instância Sim !
Dia 17 em Bras…";Direita que toda nossa Indignacao se transforme em Uniao contra o STF ! Prisao em Segunda Instancia Sim ! Dia 17 em Bras;6091.0;0.0;2019-10-16 01:53:17;;Salvador, Bahia, Brasil.;;Twitter for Android;-12.977749;-38.5016301;0.0;neutral;segunda instancia sim
654;654;654.0;1.042018206678954e+18;Guaratinguet1;"RT @vanadias: Nem vou apostar, o quanto a corte (minúscula) @STF_oficial vai FACILITAR a vida dos irmãos presidiários.
Hj sessão terça-feir…";Nem vou apostar o quanto a corte (minuscula) vai FACILITAR a vida dos irmaos presidiarios Hj sessao tercafeir;482.0;0.0;2019-10-16 01:53:17;;Sem destino pelo Brasil a fora;;Twitter for Android;;;-0.693017;negative;vida dos irmaos presidiarios
655;655;655.0;3032442190.0;wagnermendeslab;RT @jrguzzofatos: Dentro de 72 horas, ou algo assim, o Brasil estará vivendo dentro da nova realidade a ser definida pelo STF com sua decis…;Dentro de 72 horas ou algo assim o Brasil estara vivendo dentro da nova realidade a ser definida pelo STF com sua decis;844.0;0.0;2019-10-16 01:53:16;;Belo Horizonte, Brasil;;Twitter for Android;-19.9166813;-43.9344931;-0.607136;negative;nova realidade
656;656;656.0;1.054209750035034e+18;FrizzoKimus;RT @jrguzzofatos: Dentro de 72 horas, ou algo assim, o Brasil estará vivendo dentro da nova realidade a ser definida pelo STF com sua decis…;Dentro de 72 horas ou algo assim o Brasil estara vivendo dentro da nova realidade a ser definida pelo STF com sua decis;409.0;0.0;2019-10-16 01:53:16;;Rio de Janeiro, Brasil;;Twitter for iPhone;-22.9068467;-43.1728965;-0.607136;negative;nova realidade
657;657;657.0;269086960.0;heber_adv;"RT @AleGZahra17: Direita, que toda nossa Indignação se transforme em União contra o STF !

Prisão em Segunda Instância Sim !
Dia 17 em Bras…";Direita que toda nossa Indignacao se transforme em Uniao contra o STF ! Prisao em Segunda Instancia Sim ! Dia 17 em Bras;247.0;0.0;2019-10-16 01:53:15;;Deus nao esta morto! ;;Twitter for iPhone;;;0.0;neutral;segunda instancia sim
658;658;658.0;1.0512948856414084e+18;Geraldo35987490;"RT @RosinhaFelipa: PT dita as regras e @STF_oficial as executa. Querem tomar o poder pro PT?
Vão bater de frente com uma parede gigantesca:…";PT dita as regras e as executa Querem tomar o poder pro PT? Vao bater de frente com uma parede gigantesca:;2057.0;0.0;2019-10-16 01:53:15;;Pernambuco, Brasil;;Twitter for Android;-8.8137173;-36.954107;-0.865557;negative;poder pro pt
659;659;659.0;1.0277300122235616e+18;Vanessaresad;"RT @RHPozzobon: ⚠️Atenção⚠️

“#STF julga constitucionalidade da prisão em segunda instância nesta QUINTA

Mudança no entendimento da Corte…";Atencao #STF julga constitucionalidade da prisao em segunda instancia nesta QUINTA Mudanca no entendimento da Corte;58.0;0.0;2019-10-16 01:53:14;;;;Twitter for Android;37.2256055;-95.7162018;0.0;neutral;atencao #stf
